BaseID,Name,combat_type,alignment,role,categories,ability_classes,image,ship,era,unit_relic_all,unit_relic_guilds_100,unit_relic_kyber_1000
MOTHERTALZIN,Mother Talzin,1,Dark Side,Support,Leader|Nightsister,Counter|AoE|Assist|Dispel|+Speed|Gain Turn Meter|Plague|Revive|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_nightsisters_talzin.png,,Legacy,3,5,6
NIGHTSISTERACOLYTE,Nightsister Acolyte,1,Dark Side,Attacker,Nightsister,Dispel|Stealth|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_nightsister_acolyte.png,,Legacy,3,4,5
NIGHTSISTERINITIATE,Nightsister Initiate,1,Dark Side,Attacker,Nightsister,Counter|Damage Over Time|Buff Immunity|Critical Chance Up,https://game-assets.swgoh.gg/textures/tex.charui_nightsister_initiate.png,,Legacy,3,3,5
NIGHTSISTERSPIRIT,Nightsister Spirit,1,Dark Side,Attacker,Nightsister,Counter|Foresight|Remove Turn Meter|Dispel|Speed Down|Stun|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_nightsisters_wraith.png,,Legacy,5,7,8
NIGHTSISTERZOMBIE,Nightsister Zombie,1,Dark Side,Tank,Nightsister,Counter|Taunt|Dispel|+Speed|Revive|Tenacity Down,https://game-assets.swgoh.gg/textures/tex.charui_nightsisters_zombie.png,,Legacy,3,5,5
NIGHTTROOPER,Night Trooper,1,Dark Side,Attacker,Imperial Remnant|Nightsister,Bonus Turn|Counter|Critical Chance Down|Vulnerable|AoE|Assist|Healing Immunity|Remove Turn Meter|Dispel|Frenzy|Speed Down|+Speed|Gain Turn Meter|Stun|Blight|Alert,https://game-assets.swgoh.gg/textures/tex.charui_nighttrooper_a.png,,Legacy,7,9,9
NINTHSISTER,Ninth Sister,1,Dark Side,Tank,Leader|Empire|Inquisitorius|Unaligned Force User,Bonus Turn|Counter|Damage Over Time|AoE|Defense Down|Taunt|Dispel|Potency Down|Stun|+Speed|Daze|Gain Turn Meter|+Tenacity|Ability Block|Purge|+Defense|Heal Over Time,https://game-assets.swgoh.gg/textures/tex.charui_ninthsister.png,,Legacy,5,7,7
NUTEGUNRAY,Nute Gunray,1,Dark Side,Support,Leader|Scoundrel|Separatist,Reduce Cooldowns|AoE|Assist|Dispel|Speed Down|Profit|+Speed|Revive|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_nutegunray.png,,Legacy,7,7,7
OLDBENKENOBI,Obi-Wan Kenobi (Old Ben),1,Light Side,Tank,Leader|Jedi|Rebel,Offense Down|Defense Up|AoE|Remove Turn Meter|+Evasion|Taunt|Potency Up|+Speed|Evasion Down|Gain Turn Meter|Ability Block|Speed Up|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_obiwanep4.png,,Legacy,5,5,7
OMEGAS3,Omega (Fugitive),1,Light Side,Support,Leader|Bad Batch|Order 66 Raid,Bonus Turn|Remove Turn Meter|Gain Turn Meter|Counter|Foresight|Dispel|+Speed|Retribution|Revive|Advantage|Anti-Revive|Reduce Cooldowns|AoE|Expose|Instant Defeat|Plague|+Max Health|Damage Over Time|Tenacity Up|Critical Avoidance Up|Stun|Riposte|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_omegas3.png,,the Cavalry,5,7,7
OPERATIVE,CX-2,1,Dark Side,Support,Clone Trooper|Empire|Order 66 Raid,Counter|Damage Over Time|Vulnerable|Taunt|Dispel|Speed Down|Gain Turn Meter|Speed Up|Instant Defeat Immunity|Offense Up|Stealth|Disarm,https://game-assets.swgoh.gg/textures/tex.charui_operative.png,,Revenge of the Sith,6,9,9
PADAWANOBIWAN,Padawan Obi-Wan,1,Light Side,Attacker,Galactic Republic|Jedi,Bonus Turn|Critical Chance Down|Defense Down|Remove Turn Meter|Critical Chance Up|Gain Turn Meter|Evasion Up|Critical Damage Up|Protection Over Time|Heal Over Time|Counter|Foresight|Defense Up|Stagger|Dispel|Potency Up|+Speed|Defense Penetration Up|Buff Immunity|Accuracy Up|Offense Down|AoE|Assist|Healing Immunity|Potency Down|Daze|Tenacity Down|Accuracy Down|Tenacity Up|Critical Damage Down|Speed Down|Evasion Down|Speed Up|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_padawanobiwan.png,,Legacy,6,9,9
PADAWANSABINE,Padawan Sabine Wren,1,Light Side,Attacker,Mandalorian|Spectre|Unaligned Force User,Counter|AoE|Remove Turn Meter|Dispel|+Speed|Gain Turn Meter|Relic Scaling|Off Balance,https://game-assets.swgoh.gg/textures/tex.charui_padawansabine.png,,Apprentices,5,8,8
PADMEAMIDALA,Padmé Amidala,1,Light Side,Support,Leader|Galactic Republic,Bonus Turn|+Max Health|Fear|Protection Up|Assist|Dispel|Stun|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_padme_geonosis.png,,Legacy,8,8,8
PAO,Pao,1,Light Side,Attacker,Rebel|Rebel Fighter|Rogue One,Reduce Cooldowns|AoE|Defense Down|Gain Turn Meter|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_pao.png,ROGUEONESHIP,Legacy,5,5,6
PAPLOO,Paploo,1,Light Side,Tank,Ewok,Defense Up|Assist|Taunt|Dispel|Speed Down|+Speed|Gain Turn Meter|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_ewok_paploo.png,,Legacy,3,5,6
PAZVIZSLA,Paz Vizsla,1,Light Side,Tank,Mandalorian,Bonus Turn|Remove Turn Meter|Frenzy|Gain Turn Meter|Damage Immunity|Counter|Stagger|Taunt|Dispel|Retribution|Revive|AoE|Expose|Healing Immunity|Resilient Defense|Daze|Burning|Critical Avoidance Up|Protection Up|Reset Cooldown|Critical Damage Down|Breach,https://game-assets.swgoh.gg/textures/tex.charui_pazvizsla.png,,Legacy,7,7,8
PHASMA,Captain Phasma,1,Dark Side,Support,Leader|First Order,Counter|AoE|Assist|Defense Down|Speed Down|+Speed|Gain Turn Meter|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_phasma.png,COMMANDSHUTTLE,Legacy,5,5,7
PLOKOON,Plo Koon,1,Light Side,Tank,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Offense Down|Defense Up|AoE|Dispel|Gain Turn Meter|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_plokoon.png,BLADEOFDORIN,Legacy,7,8,8
POE,Poe Dameron,1,Light Side,Tank,Leader|Resistance,Offense Down|Expose|Remove Turn Meter|Taunt|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_poe.png,XWINGBLACKONE,Legacy,5,5,6
POGGLETHELESSER,Poggle the Lesser,1,Dark Side,Support,Leader|Geonosian|Separatist,Assist|Remove Turn Meter|Target Lock|Dispel|+Speed|Gain Turn Meter|Ability Block|Offense Up|Revive,https://game-assets.swgoh.gg/textures/tex.charui_geonosian_poggle.png,,Legacy,3,5,6
PRINCESSKNEESAA,Princess Kneesaa,1,Light Side,Attacker,Ewok,Bonus Turn|Remove Turn Meter|Critical Chance Up|Gain Turn Meter|Critical Damage Up|Counter|Foresight|Dispel|+Speed|Retribution|AoE|Assist|Potency Down|Daze|Damage Over Time|Protection Up|Speed Down|Stun|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_princesskneesaa.png,,Legacy,7,7,7
PRINCESSLEIA,Princess Leia,1,Light Side,Attacker,Leader|Rebel,Counter|Tenacity Up|Bonus Attack|Foresight|Offense Up|Critical Chance Up|Gain Turn Meter|+Critical|Retribution|Critical Damage Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_leia_princess.png,,Legacy,3,6,7
QIRA,Qi'ra,1,Light Side,Support,Leader|Mercenary|Scoundrel|Smuggler,Counter|Offense Down|Prepared|AoE|Assist|Expose|Stagger|Dispel|+Speed|Daze|Defense Penetration Up|Gain Turn Meter|+Critical|Health Steal Up,https://game-assets.swgoh.gg/textures/tex.charui_qira.png,,Legacy,5,6,7
QUEENAMIDALA,Queen Amidala,1,Light Side,Support,Leader|Galactic Republic,Bonus Turn|Vulnerable|Remove Turn Meter|Gain Turn Meter|Critical Damage Up|Damage Immunity|+Defense|Protection Over Time|Heal Over Time|Counter|Defense Up|Stagger|Taunt|Dispel|+Speed|Defense Penetration Up|Doubt|Accuracy Up|Advantage|Revive|Summon|AoE|Assist|Expose|Healing Immunity|Potency Down|Tenacity Down|+Max Health|Damage Over Time|Fear|Tenacity Up|Protection Up|Speed Down|Speed Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_queenamidala.png,,Conquest,7,9,9
QUIGGOLD,Quiggold,1,Dark Side,Tank,Pirate|Scoundrel|Order 66 Raid,Defense Down|Remove Turn Meter|Gain Turn Meter|Damage Immunity|Foresight|Defense Up|Blind|Taunt|Dispel|Profit|Revive|Anti-Revive|AoE|Tenacity Down|Damage Over Time|Tenacity Up|Protection Up|Reset Cooldown|Stun|Retaliate,https://game-assets.swgoh.gg/textures/tex.charui_quiggold.png,,Piracy,5,7,9
QUIGONJINN,Qui-Gon Jinn,1,Light Side,Support,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Counter|Stealth|Foresight|Assist|Heal|Remove Turn Meter|Dispel|+Speed|Gain Turn Meter|Offense Up|Revive|Damage Immunity|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_quigon.png,,Legacy,5,5,6
R2D2_LEGENDARY,R2-D2,1,Light Side,Support,Droid|Galactic Republic|Rebel|Resistance,Burning|Foresight|AoE|Dispel|Stun|Gain Turn Meter|Revive|Advantage|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_astromech_r2d2.png,,Legacy,8,9,9
R5D4,R5-D4,1,Light Side,Support,Droid|New Republic|Rebel|Rebel Fighter,Bonus Turn|Counter|Damage Over Time|Reduce Cooldowns|AoE|Assist|Expose|Deflective Ward|Protection Up|Dispel|Shock|Stun|Retaliate|Daze|Taunt|Ability Block|Revive|Damage Immunity,https://game-assets.swgoh.gg/textures/tex.charui_r5d4.png,,New Republic,4,4,6
RACCOON,Rotta the Hutt,1,Light Side,Attacker,Leader|Hutt Cartel,Bonus Turn|Heal|Remove Turn Meter|Gain Turn Meter|+Tenacity|Damage Immunity|+Defense|Counter|Blind|Taunt|Dispel|+Speed|Thermal Detonator|Revive|Anti-Revive|AoE|Assist|Healing Immunity|Daze|Ability Block|Off Balance|Instant Defeat|+Max Health|Fear|Speed Down|Stun|+Critical,https://game-assets.swgoh.gg/textures/tex.charui_rotta.png,,New Republic,4,4,4
RANGERZEB,Zeb Orrelios (New Republic Pilot),1,Light Side,Tank,New Republic,Vulnerable|Defense Down|Remove Turn Meter|Frenzy|Gain Turn Meter|Damage Immunity|Heal Over Time|Counter|Foresight|Defense Up|Blind|Taunt|Dispel|Potency Up|Armor Shred|Protection Disruption|Offense Down|AoE|Potency Down|Accuracy Down|Tenacity Up|Protection Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_rangerzeb.png,,New Republic,4,4,5
RANGETROOPER,Range Trooper,1,Dark Side,Support,Empire|Imperial Trooper,Counter|Retribution|Protection Up|Assist,https://game-assets.swgoh.gg/textures/tex.charui_trooperranger.png,,Legacy,5,5,6
REMNANTSNOWCOMMANDER,Snowtrooper Commander,1,Dark Side,Tank,Leader|Empire|Imperial Remnant|Imperial Trooper,Vulnerable|Remove Turn Meter|Gain Turn Meter|+Tenacity|+Defense|Defense Up|Taunt|Dispel|+Speed|Advantage|Reduce Cooldowns|Offense Down|Assist|Ability Block|Alert|Tenacity Down|+Max Health|Protection Up|Speed Down|Stun|+Critical|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_remnantsnowcommander.png,,New Republic,4,4,6
RESISTANCEPILOT,Resistance Pilot,1,Light Side,Attacker,Resistance,Foresight|Expose|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_resistancepilot.png,XWINGRESISTANCE,Legacy,5,5,5
RESISTANCETROOPER,Resistance Trooper,1,Light Side,Attacker,Resistance,Dispel|Speed Down|Expose|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_resistancetrooper.png,MG100STARFORTRESSSF17,Legacy,5,5,5
REY,Rey (Scavenger),1,Light Side,Attacker,Resistance|Unaligned Force User,Offense Up|Foresight|Daze,https://game-assets.swgoh.gg/textures/tex.charui_reyjakku.png,MILLENNIUMFALCONEP7,Legacy,7,8,8
REYJEDITRAINING,Rey (Jedi Training),1,Light Side,Tank,Leader|Resistance|Unaligned Force User,Counter|Reduce Cooldowns|Foresight|Offense Down|Expose|Assist|Healing Immunity|Remove Turn Meter|Offense Up|Dispel|Speed Down|Daze|Gain Turn Meter|Ability Block|+Critical|Critical Damage Up,https://game-assets.swgoh.gg/textures/tex.charui_rey_tlj.png,,Legacy,7,7,7
ROSETICO,Rose Tico,1,Light Side,Attacker,Resistance,Tenacity Up|Bonus Attack|Defense Up|Expose|Remove Turn Meter|Stun|Gain Turn Meter|Daze,https://game-assets.swgoh.gg/textures/tex.charui_rose.png,MG100STARFORTRESSSF17,Legacy,5,5,6
ROYALGUARD,Royal Guard,1,Dark Side,Tank,Empire,Counter|Health Up|Defense Up|Taunt|Speed Down|Stun|Retribution|Heal Over Time,https://game-assets.swgoh.gg/textures/tex.charui_royalguard.png,EMPERORSSHUTTLE,Legacy,5,7,7
SABINEWRENS3,Sabine Wren,1,Light Side,Attacker,Mandalorian|Phoenix|Rebel,Counter|Reduce Cooldowns|Expose|AoE|Stagger|Critical Chance Up|Armor Shred|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_sabine_s3.png,PHANTOM2,Legacy,3,6,7
SANASTARROS,Sana Starros,1,Light Side,Attacker,Leader|Mercenary|Pirate|Scoundrel|Smuggler|Order 66 Raid,Bonus Turn|Vulnerable|Remove Turn Meter|Critical Chance Up|Gain Turn Meter|+Tenacity|+Defense|Counter|Stagger|Taunt|Dispel|+Speed|Profit|Reduce Cooldowns|AoE|Assist|Healing Immunity|Target Lock|Daze|Tenacity Down|+Max Health|Tenacity Up|Protection Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_sanastarros.png,,Legacy,5,5,5
SATELESHAN,Satele Shan,1,Light Side,Tank,Leader|Jedi|Old Republic,Bonus Turn|Remove Turn Meter|Gain Turn Meter|+Tenacity|Defense Up|Taunt|Dispel|Jedi Lessons|+Speed|Doubt|Perfect Defense|Marked|Buff Immunity|Instant Defeat Immunity|Revive|Reduce Cooldowns|AoE|Assist|Healing Immunity|Daze|Instant Defeat|Tenacity Down|Tenacity Up|Fear|Protection Up|Speed Down|Stun,https://game-assets.swgoh.gg/textures/tex.charui_sateleshan.png,,Conquest,7,9,9
SAVAGEOPRESS,Savage Opress,1,Dark Side,Attacker,Leader|Sith,Counter|Vulnerable|Offense Down|Defense Up|Resilient Defense|Offense Up|Dispel|Critical Chance Up|Taunt|+Speed|Gain Turn Meter|+Tenacity|Critical Damage Up|+Defense|Heal Over Time,https://game-assets.swgoh.gg/textures/tex.charui_savageopress.png,,Legacy,5,7,7
SAWGERRERA,Saw Gerrera,1,Light Side,Support,Leader|Rebel|Rebel Fighter,Bonus Turn|Defense Down|Remove Turn Meter|Gain Turn Meter|+Tenacity|Critical Damage Up|+Defense|Heal Over Time|Counter|Critical Hit Immunity|Defense Up|Blind|Stagger|Taunt|Dispel|+Speed|Marked|Revive|Reduce Cooldowns|AoE|Assist|+Max Health|Burning|Tenacity Up|Critical Damage Down|Stun|Speed Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_sawgerrera.png,,Legacy,5,7,7
SCARIFREBEL,Scarif Rebel Pathfinder,1,Light Side,Tank,Rebel|Rebel Fighter|Rogue One,Offense Down|AoE|Offense Up|Taunt|+Speed|Gain Turn Meter|Speed Up|Accuracy Up|Revive,https://game-assets.swgoh.gg/textures/tex.charui_rebel_scarif.png,UWINGSCARIF,Legacy,5,5,5
SCORCH,"RC-1262 ""Scorch""",1,Dark Side,Tank,Clone Trooper|Empire|Order 66 Raid,Counter|Damage Over Time|AoE|Assist|Protection Up|Deflective Ward|Stagger|Dispel|Taunt|Speed Down|+Speed|Gain Turn Meter|Stun|Off Balance,https://game-assets.swgoh.gg/textures/tex.charui_scorch.png,,Revenge of the Sith,6,9,9
SCOUTTROOPER_V3,Scout Trooper,1,Dark Side,Support,Empire|Imperial Remnant|Imperial Trooper,AoE|Assist|Expose|Remove Turn Meter|Offense Up|Dispel|Stagger|Potency Up|+Speed|Critical Damage Up|Daze|Gain Turn Meter|Speed Down|Speed Up|Accuracy Up|Advantage|Stealth|Accuracy Down,https://game-assets.swgoh.gg/textures/tex.charui_trooperscout.png,,Legacy,7,8,8
SECONDSISTER,Second Sister,1,Dark Side,Attacker,Leader|Empire|Inquisitorius|Unaligned Force User,Counter|Remove Turn Meter|Dispel|Stun|+Speed|Gain Turn Meter|Purge|Healing|Marked|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_secondsister.png,TIEINTERCEPTOR,Legacy,5,7,7
SEVENTHSISTER,Seventh Sister,1,Dark Side,Healer,Leader|Empire|Inquisitorius|Unaligned Force User,Heal|Remove Turn Meter|Gain Turn Meter|Evasion Up|Counter|Critical Hit Immunity|Foresight|Dispel|+Speed|Advantage|Offense Down|Assist|Healing Immunity|+Evasion|Daze|Purge|Ability Block|Accuracy Down|Speed Down|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_seventhsister.png,,Legacy,5,8,8
SHAAKTI,Shaak Ti,1,Light Side,Support,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Counter|+Max Health|Tenacity Up|Bonus Attack|Critical Hit Immunity|Assist|Taunt|Dispel|Critical Chance Up|+Speed|Gain Turn Meter|Speed Up|Retribution|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_shaakti.png,,Legacy,7,7,7
SHINHATI,Shin Hati,1,Dark Side,Attacker,Mercenary|Unaligned Force User,Bonus Turn|Critical Chance Down|Vulnerable|Defense Down|Remove Turn Meter|Soldier of Fortune|Gain Turn Meter|Critical Damage Up|Damage Immunity|Health Steal Up|Counter|Critical Hit Immunity|Foresight|Taunt|Dispel|+Speed|Relic Scaling|Buff Immunity|Retribution|Revive|Offense Down|AoE|Assist|Daze|Purge|Bonus Attack|Fear|Protection Up|Stun|Riposte|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_shinhati.png,,Legacy,7,7,8
SHORETROOPER,Shoretrooper,1,Dark Side,Tank,Empire|Imperial Trooper,Counter|Critical Chance Down|Critical Hit Immunity|Heal|Taunt|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_troopershore.png,TIEREAPER,Legacy,5,5,7
SITHASSASSIN,Sith Assassin,1,Dark Side,Attacker,Sith|Sith Empire,Tenacity Up|Foresight|Dispel|Stun|Evasion Down|Gain Turn Meter|Speed Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_sithassassin.png,SITHFIGHTER,Legacy,5,8,8
SITHMARAUDER,Sith Marauder,1,Dark Side,Attacker,Sith|Sith Empire,Counter|Offense Down|Potency Up|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_sithmarauder.png,SITHBOMBER,Legacy,7,7,7
SITHPALPATINE,Sith Eternal Emperor,1,Dark Side,Attacker,Leader|Galactic Legend|Sith,Bonus Turn|Gain Turn Meter|+Defense|Counter|Taunt|Dispel|+Speed|Relic Scaling|Retribution|Revive|Anti-Revive|AoE|Assist|Expose|Shock|Ability Block|Instant Defeat|Stun|Speed Up,https://game-assets.swgoh.gg/textures/tex.charui_espalpatine_pre.png,,Legacy,7,9,9
SITHTROOPER,Sith Empire Trooper,1,Dark Side,Tank,Sith|Sith Empire,Counter|Offense Down|Defense Up|AoE|Protection Up|Defense Down|Taunt|Retribution,https://game-assets.swgoh.gg/textures/tex.charui_sithtrooper.png,SITHSUPREMACYCLASS,Legacy,7,7,7
SM33,SM-33,1,Dark Side,Attacker,Droid|Pirate|Scoundrel|Order 66 Raid,Bonus Turn|Remove Turn Meter|Gain Turn Meter|Counter|Defense Up|Stagger|Taunt|Dispel|+Speed|Defense Penetration Up|Profit|Buff Immunity|Revive|Anti-Revive|Assist|Healing Immunity|Daze|Ability Block|Instant Defeat|Burning|Damage Over Time|Tenacity Up|Critical Avoidance Up|Reset Cooldown,https://game-assets.swgoh.gg/textures/tex.charui_sm33.png,,Conquest,7,9,9
SMUGGLERCHEWBACCA,Veteran Smuggler Chewbacca,1,Light Side,Attacker,Resistance|Scoundrel|Wookiee|Smuggler,Bonus Turn|AoE|Reset Cooldown|Dispel|Speed Down|Stun|Gain Turn Meter|Daze,https://game-assets.swgoh.gg/textures/tex.charui_tfa_chewbacca.png,,Legacy,5,7,7
SMUGGLERHAN,Veteran Smuggler Han Solo,1,Light Side,Attacker,Mercenary|Resistance|Scoundrel|Smuggler,Bonus Turn|Counter|Bonus Attack|AoE|Reset Cooldown|Stagger|Stun|Gain Turn Meter|Ability Block,https://game-assets.swgoh.gg/textures/tex.charui_tfa_han.png,,Legacy,5,4,5
SNOWTROOPER,Snowtrooper,1,Dark Side,Attacker,Empire|Imperial Trooper|Imperial Remnant,Ability Block|Gain Turn Meter|AoE|Critical Damage Up,https://game-assets.swgoh.gg/textures/tex.charui_troopersnow.png,,Legacy,5,5,5
STAP,STAP,1,Dark Side,Attacker,Droid|Separatist,Bonus Turn|Provoked|AoE|Assist|Target Lock|Dispel|Speed Down|Breach|+Speed|Gain Turn Meter|Overcharge,https://game-assets.swgoh.gg/textures/tex.charui_stap.png,,Legacy,3,6,7
STARKILLER,Starkiller,1,Dark Side,Attacker,Unaligned Force User,Bonus Turn|Vulnerable|Heal|Damage Immunity|Counter|Critical Hit Immunity|Taunt|Dispel|+Speed|Buff Immunity|Reduce Cooldowns|AoE|Assist|Healing Immunity|Shock|Daze|Fear|Reset Cooldown|Stun,https://game-assets.swgoh.gg/textures/tex.charui_starkiller.png,,Legacy,6,9,9
STORMTROOPER,Stormtrooper,1,Dark Side,Tank,Empire|Imperial Remnant|Imperial Trooper,Defense Up|Protection Up|Expose|Remove Turn Meter|Taunt,https://game-assets.swgoh.gg/textures/tex.charui_trooperstorm.png,,Legacy,5,5,7
STORMTROOPERCONCEPT,Stormtrooper (Concept),1,Dark Side,Tank,Empire|Imperial Trooper,Counter|Defense Up|Protection Up|Assist|Taunt|Dispel|Stun|Daze|Gain Turn Meter|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_stormtrooperconcept.png,,Myths & Legends,,,
STORMTROOPERHAN,Stormtrooper Han,1,Light Side,Tank,Leader|Rebel|Scoundrel,Remove Turn Meter|Taunt|+Defense|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_trooperstorm_han.png,,Legacy,4,6,7
STORMTROOPERLUKE,Stormtrooper Luke,1,Light Side,Support,Leader|Rebel,Bonus Turn|Vulnerable|Remove Turn Meter|Gain Turn Meter|+Defense|Counter|Critical Hit Immunity|Foresight|Defense Up|Taunt|Dispel|+Speed|Protection Disruption|AoE|Assist|Expose|+Evasion|Daze|Ability Block|+Max Health|Tenacity Up|Buff Disruption|Protection Up|Stun|+Critical|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_stormtrooperluke.png,,Anniversary,6,7,7
STRANGER,The Stranger,1,Dark Side,Attacker,Leader|Sith,Bonus Turn|Defense Down|Gain Turn Meter|+Defense|Counter|Dispel|+Speed|Armor Shred|Fracture|Perfect Defense|Relic Scaling|Retribution|Revive|AoE|Assist|Expose|Instant Defeat|Alert|Tenacity Down|Reset Cooldown|Stun|Healing|+Critical,https://game-assets.swgoh.gg/textures/tex.charui_stranger.png,,Conquest,7,9,9
SUNFAC,Sun Fac,1,Dark Side,Tank,Geonosian|Separatist,Counter|Critical Chance Down|Health Up|Defense Up|Offense Down|Blind|Remove Turn Meter|Stagger|Taunt|Dispel|Daze|Health Steal Up,https://game-assets.swgoh.gg/textures/tex.charui_geonosian_sunfac.png,GEONOSIANSTARFIGHTER1,Legacy,3,5,6
SUPREMELEADERKYLOREN,Supreme Leader Kylo Ren,1,Dark Side,Attacker,Leader|First Order|Galactic Legend|Unaligned Force User,Bonus Turn|Counter|AoE|Stagger|Taunt|Dispel|Stun|+Speed|Gain Turn Meter|Relic Scaling|Buff Immunity|Critical Damage Up|Advantage|Revive|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_kyloren_tros.png,,Legacy,8,9,9
T3_M4,T3-M4,1,Light Side,Support,Droid|Old Republic,Counter|Critical Chance Down|Critical Hit Immunity|Offense Down|AoE|Heal|Remove Turn Meter|Target Lock|Dispel|Ability Block|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_t3m4.png,EBONHAWK,Legacy,5,5,5
TALIA,Talia,1,Dark Side,Healer,Leader|Nightsister,+Max Health|Damage Over Time|Stagger|+Evasion|Dispel|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_nightsister_talia.png,,Legacy,3,5,5
TARFFUL,Tarfful,1,Light Side,Support,Leader|Wookiee,Provoked|Heal|Gain Turn Meter|+Tenacity|Critical Damage Up|+Defense|Counter|Foresight|Defense Up|Taunt|Dispel|Potency Up|+Speed|Defense Penetration Up|Retribution|Advantage|AoE|Assist|+Max Health|Damage Over Time|Tenacity Up|Health Up|Protection Up|Stun|Speed Up,https://game-assets.swgoh.gg/textures/tex.charui_tarfful.png,,Legacy,5,7,7
TARONMALICOS,Taron Malicos,1,Dark Side,Attacker,Unaligned Force User,Bonus Turn|Vulnerable|Defense Down|Critical Chance Up|Gain Turn Meter|Critical Damage Up|Damage Immunity|Counter|Critical Hit Immunity|Defense Up|Taunt|Dispel|Buff Immunity|Accuracy Up|Revive|Anti-Revive|Reduce Cooldowns|AoE|Assist|Healing Immunity|Daze|Protection Up|Reset Cooldown|Stun|Riposte|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_taronmalicos.png,,Conquest,6,8,9
TEEBO,Teebo,1,Light Side,Tank,Leader|Ewok,Remove Turn Meter|Dispel|Stealth|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_ewok_teebo.png,,Legacy,4,5,5
THEMANDALORIAN,The Mandalorian,1,Light Side,Attacker,Leader|Bounty Hunter|Mandalorian|Scoundrel,Counter|Assist|Critical Chance Up|+Speed|Gain Turn Meter|+Tenacity|Instant Defeat|+Critical|Critical Damage Up|Revive|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_mandalorian.png,,Legacy,5,7,7
THEMANDALORIANBESKARARMOR,The Mandalorian (Beskar Armor),1,Light Side,Attacker,Leader|Mandalorian|Mercenary|Scoundrel,Bonus Turn|+Max Health|Counter|Damage Over Time|Stealth|Tenacity Up|AoE|Assist|Healing Immunity|Remove Turn Meter|Reset Cooldown|Dispel|Taunt|Gain Turn Meter|Ability Block|Revive|Damage Immunity|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_mandobeskar.png,RAZORCREST,Legacy,7,8,8
THERONIN,The Ronin,1,Dark Side,Attacker,Sith,Bonus Turn|Gain Turn Meter|Counter|Taunt|Dispel|+Speed|Armor Shred|Defense Penetration Up|Revive|Advantage|Summon|AoE|Resilient Defense|Shock|Alert|Protection Up|Speed Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_theronin.png,,Myths & Legends,,,
THIRDSISTER,Third Sister,1,Dark Side,Tank,Leader|Empire|Inquisitorius|Unaligned Force User,Defense Down|Gain Turn Meter|Critical Damage Up|+Defense|Counter|Taunt|Deathmark|Dispel|+Speed|Armor Shred|Defense Penetration Up|Revive|AoE|Healing Immunity|Purge|Ability Block|+Max Health|Protection Up|Stun,https://game-assets.swgoh.gg/textures/tex.charui_thirdsister.png,,Legacy,7,8,9
