source,BaseID,Name,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,updated
guilds_100,SITHMARAUDER,Sith Marauder,0,0,0,0,1,1,3402,1004,507,42,2026-07-31T13:00:27.750418+00:00
guilds_100,FOSITHTROOPER,Sith Trooper,0,0,0,0,4,2,2828,1436,660,33,2026-07-31T10:00:33.321840+00:00
guilds_100,UNDERCOVERLANDO,Skiff Guard (Lando Calrissian),0,0,0,0,517,489,1541,1791,611,2,2026-08-01T06:40:27.933228+00:00
guilds_100,SM33,SM-33,10,1,20,14,89,90,484,820,3264,63,2026-08-01T02:37:22.101341+00:00
guilds_100,SNOWTROOPER,Snowtrooper,228,116,497,114,1629,498,417,327,144,1,2026-07-31T22:30:24.904939+00:00
guilds_100,REMNANTSNOWCOMMANDER,Snowtrooper Commander,88,262,90,694,346,114,218,104,213,8,2026-08-01T00:00:22.972738+00:00
guilds_100,STAP,STAP,93,31,328,65,1444,489,1237,1012,73,1,2026-08-01T04:37:06.079413+00:00
guilds_100,STARKILLER,Starkiller,2,3,7,6,110,63,673,1368,2320,402,2026-08-01T07:37:29.589133+00:00
guilds_100,STORMTROOPER,Stormtrooper,159,47,578,108,1883,316,715,628,109,2,2026-07-31T20:00:07.381448+00:00
guilds_100,STORMTROOPERHAN,Stormtrooper Han,224,89,290,103,975,1513,1025,260,93,6,2026-07-31T23:30:58.513749+00:00
guilds_100,STORMTROOPERLUKE,Stormtrooper Luke,11,14,15,39,60,1973,1766,355,565,2,2026-08-01T01:37:22.465869+00:00
guilds_100,SUNFAC,Sun Fac,214,70,917,318,1204,725,1079,241,60,1,2026-07-31T23:30:06.563556+00:00
guilds_100,SUPREMELEADERKYLOREN,Supreme Leader Kylo Ren,0,0,0,0,0,0,128,794,2657,1339,2026-07-31T09:31:15.185470+00:00
guilds_100,T3_M4,T3-M4,389,113,801,157,1787,569,579,89,139,0,2026-07-31T12:00:46.236104+00:00
guilds_100,TALIA,Talia,321,90,1160,91,905,671,343,69,199,0,2026-07-31T23:30:25.912332+00:00
guilds_100,TARFFUL,Tarfful,50,15,111,35,248,501,3104,455,57,4,2026-08-01T05:37:10.836411+00:00
guilds_100,TARONMALICOS,Taron Malicos,23,9,31,29,252,106,1151,2075,1062,164,2026-08-01T05:07:49.178364+00:00
guilds_100,BADBATCHTECH,Tech,0,0,0,0,3154,250,948,311,258,1,2026-07-31T08:31:10.753924+00:00
guilds_100,TEEBO,Teebo,518,119,815,67,470,295,824,123,10,0,2026-07-31T22:30:55.779540+00:00
guilds_100,VANGUARDTEMPLEGUARD,Temple Guard,0,0,0,0,150,76,699,666,3334,9,2026-08-01T02:37:05.558600+00:00
guilds_100,ARMORER,The Armorer,65,23,338,86,1509,920,1128,327,415,1,2026-07-31T08:31:50.695596+00:00
guilds_100,THEMANDALORIAN,The Mandalorian,63,16,172,71,995,825,933,342,190,1295,2026-07-31T09:30:56.296840+00:00
guilds_100,THEMANDALORIANBESKARARMOR,The Mandalorian (Beskar Armor),0,0,0,0,3,0,1854,1405,1571,109,2026-07-31T08:31:53.749103+00:00
guilds_100,STRANGER,The Stranger,3,0,4,8,46,26,508,1022,2686,572,2026-08-01T01:37:48.658434+00:00
guilds_100,THIRDSISTER,Third Sister,1,0,0,0,25,18,661,1785,2399,66,2026-08-01T06:07:52.503804+00:00
guilds_100,C3POCHEWBACCA,Threepio & Chewie,0,0,0,0,3,0,4290,554,104,3,2026-07-31T09:01:21.662615+00:00
guilds_100,TIEFIGHTERPILOT,TIE Fighter Pilot,0,0,0,0,3449,213,700,436,41,1,2026-07-31T17:30:57.160408+00:00
guilds_100,TUSKENCHIEFTAIN,Tusken Chieftain,72,38,306,89,2034,580,1107,317,24,0,2026-08-01T06:07:06.471904+00:00
guilds_100,TUSKENRAIDER,Tusken Raider,0,0,0,0,2953,268,1099,385,55,1,2026-07-31T19:30:47.903563+00:00
guilds_100,TUSKENSHAMAN,Tusken Shaman,107,56,512,116,2148,339,758,158,201,0,2026-07-31T18:30:40.486942+00:00
guilds_100,TUSKENHUNTRESS,Tusken Warrior,56,28,238,68,1711,770,1208,506,54,0,2026-08-01T05:37:42.769882+00:00
guilds_100,UGNAUGHT,Ugnaught,68,34,65,30,281,1434,588,108,53,1393,2026-07-31T20:00:27.754984+00:00
guilds_100,URORRURRR,URoRRuR'R'R,0,0,0,1353,2201,156,812,182,44,0,2026-07-31T21:30:23.848267+00:00
guilds_100,YOUNGCHEWBACCA,Vandor Chewbacca,159,51,325,61,1345,515,1420,171,438,2,2026-07-31T12:30:44.904608+00:00
guilds_100,VANE,Vane,1,0,2,1,3,1,389,311,3690,524,2026-08-01T02:07:26.806596+00:00
guilds_100,VEL,Vel Sartha,27,160,61,336,462,1239,1390,364,609,75,2026-08-01T01:01:09.307059+00:00
guilds_100,SMUGGLERCHEWBACCA,Veteran Smuggler Chewbacca,0,0,13,1,20,5,4355,193,176,0,2026-07-31T16:00:07.395712+00:00
guilds_100,SMUGGLERHAN,Veteran Smuggler Han Solo,0,0,2197,116,1269,720,259,55,8,0,2026-07-31T16:00:07.372944+00:00
guilds_100,VISASMARR,Visas Marr,25,10,97,34,814,1048,2132,588,174,4,2026-07-31T12:31:04.165305+00:00
guilds_100,WAMPA,Wampa,0,0,123,71,803,427,2088,1026,347,28,2026-07-31T13:30:07.335719+00:00
guilds_100,WATTAMBOR,Wat Tambor,0,0,0,0,2,1,4149,622,191,1,2026-07-31T10:30:12.455661+00:00
guilds_100,WEDGEANTILLES,Wedge Antilles,0,0,2358,238,1060,498,512,161,18,0,2026-07-31T18:30:24.491490+00:00
guilds_100,WICKET,Wicket,1,0,2615,122,562,177,792,204,155,1,2026-07-31T21:00:26.065480+00:00
guilds_100,BADBATCHWRECKER,Wrecker,0,0,0,0,3251,254,986,313,109,2,2026-07-31T08:30:40.304133+00:00
guilds_100,WRECKERS3,Wrecker (Mercenary),61,23,143,50,1128,448,1590,767,500,110,2026-08-01T02:37:58.849875+00:00
guilds_100,YODACHEWBACCA,Yoda & Chewie,13,20,19,34,56,1329,2356,366,547,7,2026-08-01T01:37:05.782980+00:00
guilds_100,YOUNGHAN,Young Han Solo,37,21,26,4,2302,1109,428,45,403,0,2026-07-31T12:30:47.496261+00:00
guilds_100,YOUNGLANDO,Young Lando Calrissian,146,40,143,33,504,2672,617,87,76,0,2026-07-31T12:30:07.371038+00:00
guilds_100,ZAALBAR,Zaalbar,80,41,250,60,413,871,2043,634,310,23,2026-07-31T12:00:30.364800+00:00
guilds_100,ZAMWESELL,Zam Wesell,0,0,0,0,0,0,4438,369,63,1,2026-07-31T18:02:12.176495+00:00
guilds_100,RANGERZEB,Zeb Orrelios (New Republic Pilot),100,220,87,780,331,94,230,70,251,19,2026-08-01T00:30:16.635310+00:00
guilds_100,ZORIIBLISS_V2,Zorii Bliss,62,31,426,102,1852,571,1474,256,64,0,2026-08-01T06:07:27.550478+00:00
guilds_100,ZUCKUSS,Zuckuss,91,114,201,201,719,502,1562,331,875,2,2026-08-01T01:37:35.978283+00:00
kyber_1000,TRIPLEZERO,0-0-0,0,0,0,0,42,91,522,131,100,2,2026-08-01T06:08:23.099395+00:00
kyber_1000,4LOM,4-LOM,2,2,5,6,10,74,351,126,272,2,2026-08-01T01:37:38.653437+00:00
kyber_1000,50RT,50R-T,0,0,0,0,32,83,354,257,137,15,2026-08-01T07:07:29.161486+00:00
kyber_1000,AAYLASECURA,Aayla Secura,0,0,12,2,23,42,259,276,281,0,2026-07-31T20:30:46.030766+00:00
kyber_1000,ADMIRALACKBAR,Admiral Ackbar,0,1,121,13,139,109,189,290,35,3,2026-07-31T22:31:00.163498+00:00
kyber_1000,ADMIRALPIETT,Admiral Piett,0,0,0,0,9,1,3,183,681,29,2026-07-31T09:01:01.900875+00:00
kyber_1000,ADMIRALRADDUS,Admiral Raddus,0,1,0,0,1,0,4,0,868,19,2026-08-01T07:07:11.265517+00:00
kyber_1000,TRENCH,Admiral Trench,2,0,6,4,49,67,506,174,46,2,2026-08-01T06:07:15.725260+00:00
kyber_1000,GLAHSOKATANO,Ahsoka Tano,0,0,0,0,0,0,0,0,172,712,2026-08-01T03:07:42.755595+00:00
kyber_1000,FULCRUMAHSOKA,Ahsoka Tano (Fulcrum),3,0,2,1,5,4,1,3,878,3,2026-07-31T16:01:05.183234+00:00
kyber_1000,AHSOKATANO,Ahsoka Tano (Snips),3,9,9,10,29,7,9,1,884,4,2026-07-31T18:30:56.043883+00:00
kyber_1000,AMILYNHOLDO,Amilyn Holdo,2,1,0,0,439,69,248,59,68,1,2026-07-31T13:00:29.662376+00:00
kyber_1000,ARCTROOPER501ST,ARC Trooper,0,1,0,2,3,0,6,883,8,0,2026-07-31T10:01:02.858183+00:00
kyber_1000,ASAJVENTRESS,Asajj Ventress,1,4,11,7,134,204,365,161,29,0,2026-07-31T19:30:12.526468+00:00
kyber_1000,ASAJJDARKDISCIPLE,Asajj Ventress (Dark Disciple),0,1,0,2,10,64,279,232,275,1,2026-08-01T01:37:09.214445+00:00
kyber_1000,AURRA_SING,Aurra Sing,1,0,0,1,5,648,107,77,15,0,2026-07-31T12:00:10.876007+00:00
kyber_1000,B1BATTLEDROIDV2,B1 Battle Droid,3,0,22,27,317,149,284,86,11,0,2026-07-31T11:00:16.421927+00:00
kyber_1000,B2SUPERBATTLEDROID,B2 Super Battle Droid,1,1,16,9,109,208,331,206,26,0,2026-07-31T23:30:27.852550+00:00
kyber_1000,BARRISSOFFEE,Barriss Offee,0,2,3,0,14,24,322,303,220,4,2026-07-31T20:00:44.450215+00:00
kyber_1000,BASTILASHAN,Bastila Shan,2,2,8,6,12,6,462,313,118,1,2026-07-31T12:01:03.826388+00:00
kyber_1000,BASTILASHANDARK,Bastila Shan (Fallen),1,4,10,5,36,111,526,204,27,1,2026-07-31T11:00:55.811040+00:00
kyber_1000,BATCHERS3,Batcher,4,1,4,1,72,100,403,196,77,0,2026-08-01T03:07:28.812661+00:00
kyber_1000,BAYLANSKOLL,Baylan Skoll,0,0,0,0,1,0,47,151,555,129,2026-08-01T03:37:10.602913+00:00
kyber_1000,BAZEMALBUS,Baze Malbus,0,0,3,0,42,148,398,150,135,4,2026-07-31T17:30:41.445923+00:00
kyber_1000,BB8,BB-8,0,0,1,0,1,0,792,67,10,0,2026-07-31T14:00:21.838464+00:00
kyber_1000,BENSOLO,Ben Solo,0,0,0,2,2,0,23,128,449,282,2026-08-01T06:40:36.401785+00:00
kyber_1000,BIGGSDARKLIGHTER,Biggs Darklighter,1,0,79,12,400,87,226,70,17,0,2026-07-31T22:01:00.158475+00:00
kyber_1000,BISTAN,Bistan,2,0,0,0,553,65,160,71,33,0,2026-07-31T17:30:43.768457+00:00
kyber_1000,MANDALORBOKATAN,Bo-Katan (Mand'alor),0,0,0,1,3,0,80,371,397,36,2026-08-01T04:37:28.705797+00:00
kyber_1000,BOKATAN,Bo-Katan Kryze,0,0,0,2,78,135,414,114,155,1,2026-07-31T08:31:32.670015+00:00
kyber_1000,BOBAFETT,Boba Fett,3,3,9,8,21,4,8,799,92,3,2026-07-31T22:30:29.676897+00:00
kyber_1000,BOBAFETTSCION,"Boba Fett, Scion of Jango",1,2,4,0,19,50,333,267,181,2,2026-07-31T08:00:11.935862+00:00
kyber_1000,BODHIROOK,Bodhi Rook,36,9,68,18,349,88,166,52,52,0,2026-07-31T16:30:30.441346+00:00
kyber_1000,BOSSNASS,Boss Nass,1,0,1,0,13,41,275,496,63,3,2026-08-01T04:37:10.060298+00:00
kyber_1000,BOSSK,Bossk,0,2,3,1,20,4,14,630,242,3,2026-07-31T12:31:04.863801+00:00
kyber_1000,BOUSHH,Boushh (Leia Organa),0,1,0,0,15,5,48,355,453,30,2026-08-01T06:39:40.425187+00:00
kyber_1000,BRUTUS,Brutus,0,0,1,0,0,0,65,267,535,8,2026-08-01T02:07:32.202253+00:00
kyber_1000,BT1,BT-1,0,0,0,0,21,17,298,401,132,16,2026-08-01T06:38:07.208856+00:00
kyber_1000,C3POLEGENDARY,C-3PO,0,0,8,4,11,2,551,302,36,0,2026-07-31T11:00:36.085598+00:00
kyber_1000,CADBANE,Cad Bane,1,0,3,3,107,32,310,339,110,6,2026-07-31T21:01:01.894488+00:00
kyber_1000,CALKESTIS,Cal Kestis,1,0,6,1,5,12,363,361,142,19,2026-08-01T05:37:43.080454+00:00
kyber_1000,CANDEROUSORDO,Canderous Ordo,3,1,27,7,247,57,264,254,8,0,2026-07-31T11:30:09.123522+00:00
kyber_1000,CARSONTEVA,Captain Carson Teva,7,31,14,150,61,30,79,50,114,3,2026-08-01T00:30:08.622404+00:00
kyber_1000,CAPTAINDROGAN,Captain Drogan,0,0,1,0,0,0,12,87,568,224,2026-08-01T05:07:33.334145+00:00
kyber_1000,CAPTAINENOCH,Captain Enoch,0,0,1,0,3,4,264,90,524,2,2026-08-01T03:37:45.286394+00:00
kyber_1000,HOTHHAN,Captain Han Solo,0,0,6,5,576,142,100,22,5,0,2026-07-31T16:00:30.108050+00:00
kyber_1000,ITHANO,Captain Ithano,0,0,5,1,9,32,297,308,220,1,2026-08-01T02:08:05.077978+00:00
kyber_1000,PHASMA,Captain Phasma,1,1,2,0,378,27,441,37,7,0,2026-07-31T20:01:02.854562+00:00
kyber_1000,CAPTAINREX,Captain Rex,1,2,3,1,4,1,466,370,53,2,2026-08-01T05:08:09.080128+00:00
kyber_1000,CAPTAINSILVO,Captain Silvo,0,0,0,0,0,0,148,335,385,4,2026-08-01T02:07:14.097817+00:00
kyber_1000,CAPTAINTARPALS,Captain Tarpals,1,1,1,0,15,20,204,456,146,51,2026-08-01T04:08:16.526573+00:00
kyber_1000,CARADUNE,Cara Dune,13,3,34,8,226,137,351,72,27,0,2026-07-31T09:30:31.984339+00:00
kyber_1000,CARTHONASI,Carth Onasi,16,5,62,12,319,172,199,43,9,0,2026-07-31T11:00:52.978443+00:00
kyber_1000,CASSIANANDOR,Cassian Andor,0,0,1,0,1,0,2,740,151,0,2026-07-31T17:30:09.644783+00:00
kyber_1000,CASSIANUNDERCOVER,Cassian Andor (Undercover),2,156,0,355,64,1,4,6,54,199,2026-08-01T00:30:36.387146+00:00
kyber_1000,APPO,"CC-1119 ""Appo""",0,0,0,0,4,2,31,55,742,49,2026-08-01T02:37:48.395868+00:00
kyber_1000,CC2224,"CC-2224 ""Cody""",0,1,0,1,445,74,262,39,14,0,2026-07-31T18:01:32.080894+00:00
kyber_1000,CEREJUNDA,Cere Junda,0,2,2,0,2,1,510,319,59,2,2026-08-01T05:37:32.062428+00:00
kyber_1000,CHEWBACCALEGENDARY,Chewbacca,2,0,4,3,10,85,341,374,96,1,2026-07-31T11:30:31.208127+00:00
kyber_1000,CHIEFCHIRPA,Chief Chirpa,1,3,298,10,133,41,207,151,3,0,2026-07-31T18:30:56.566050+00:00
kyber_1000,CHIEFNEBIT,Chief Nebit,4,1,32,5,26,211,367,132,68,2,2026-07-31T18:01:57.013747+00:00
kyber_1000,CHIRRUTIMWE,Chirrut Îmwe,1,0,0,2,57,201,417,122,68,0,2026-07-31T17:30:28.183673+00:00
kyber_1000,CHOPPERS3,Chopper,9,7,65,16,111,282,172,193,36,0,2026-07-31T17:01:13.501096+00:00
kyber_1000,CINTA,Cinta Kaz,3,13,2,43,60,128,274,105,199,12,2026-08-01T01:01:07.264543+00:00
kyber_1000,CLONESERGEANTPHASEI,Clone Sergeant - Phase I,0,0,4,1,645,34,150,31,13,0,2026-07-31T23:00:42.024057+00:00
kyber_1000,CLONEWARSCHEWBACCA,Clone Wars Chewbacca,27,2,33,7,29,59,64,19,551,1,2026-07-31T20:00:45.567654+00:00
kyber_1000,COBBVANTH,Cobb Vanth,0,0,2,3,2,31,197,344,177,50,2026-08-01T01:00:53.784544+00:00
kyber_1000,COLONELSTARCK,Colonel Starck,0,0,182,12,320,79,123,137,20,1,2026-07-31T13:01:01.525040+00:00
kyber_1000,BISHOP,Colonel Ward,11,27,15,138,67,26,76,38,84,0,2026-08-01T00:30:16.850411+00:00
kyber_1000,COMMANDERAHSOKA,Commander Ahsoka Tano,0,0,0,0,6,2,2,1,862,21,2026-07-31T08:01:20.418596+00:00
kyber_1000,COMMANDERLUKESKYWALKER,Commander Luke Skywalker,1,0,3,3,9,7,642,187,78,0,2026-07-31T16:00:48.145400+00:00
kyber_1000,CORUSCANTUNDERWORLDPOLICE,Coruscant Underworld Police,1,1,4,2,10,75,69,31,479,197,2026-07-31T20:30:29.752157+00:00
kyber_1000,COUNTDOOKU,Count Dooku,1,6,3,2,8,8,5,853,36,0,2026-07-31T21:00:09.640876+00:00
kyber_1000,CROSSHAIRS3,Crosshair (Scarred),2,0,5,1,56,77,297,303,114,11,2026-08-01T02:37:50.193727+00:00
kyber_1000,CT210408,"CT-21-0408 ""Echo""",0,0,1,1,6,0,723,164,11,0,2026-07-31T18:30:09.718526+00:00
kyber_1000,CT5555,"CT-5555 ""Fives""",1,1,5,1,8,7,370,223,295,7,2026-07-31T23:00:56.834608+00:00
kyber_1000,CT7567,"CT-7567 ""Rex""",1,0,1,1,8,0,676,178,42,1,2026-07-31T19:01:07.052952+00:00
kyber_1000,OPERATIVE,CX-2,0,0,0,0,4,1,38,62,752,28,2026-08-01T02:37:36.941353+00:00
kyber_1000,DARKTROOPER,Dark Trooper,10,2,13,4,98,45,382,307,20,1,2026-07-31T08:31:33.228910+00:00
kyber_1000,MOFFGIDEONS3,Dark Trooper Moff Gideon,1,0,1,1,11,17,111,368,357,16,2026-08-01T05:07:11.665102+00:00
kyber_1000,DARTHBANE,Darth Bane,0,0,0,0,1,3,3,30,396,463,2026-08-01T04:37:26.150208+00:00
kyber_1000,DARTHMALAK,Darth Malak,1,0,3,4,6,2,3,0,884,5,2026-07-31T10:31:09.363935+00:00
kyber_1000,DARTHMALGUS,Darth Malgus,0,1,0,0,5,2,53,166,610,59,2026-08-01T07:07:29.753612+00:00
kyber_1000,MAUL,Darth Maul,0,2,3,8,6,9,575,273,29,0,2026-07-31T20:31:01.655061+00:00
kyber_1000,DARTHNIHILUS,Darth Nihilus,0,3,4,2,46,72,544,200,45,0,2026-07-31T17:01:13.489650+00:00
kyber_1000,DARTHREVAN,Darth Revan,0,0,2,5,10,5,12,1,131,760,2026-07-31T10:31:32.553627+00:00
kyber_1000,DARTHSIDIOUS,Darth Sidious,1,0,1,0,5,0,568,251,47,0,2026-07-31T20:30:29.832706+00:00
kyber_1000,DARTHSION,Darth Sion,2,3,11,3,146,204,398,92,39,0,2026-07-31T13:00:11.015721+00:00
kyber_1000,DARTHTALON,Darth Talon,0,0,0,0,118,200,443,121,30,0,2026-08-01T07:37:47.517765+00:00
kyber_1000,DARTHTRAYA,Darth Traya,1,0,2,4,40,45,489,227,93,5,2026-07-31T13:00:11.000966+00:00
kyber_1000,VADER,Darth Vader,4,0,2,4,16,11,440,345,141,15,2026-07-31T23:30:46.178339+00:00
kyber_1000,VADERDUELSEND,Darth Vader (Duel's End),1,2,1,7,6,16,113,297,383,52,2026-08-01T01:01:31.921100+00:00
kyber_1000,DASHRENDAR,Dash Rendar,0,1,0,0,17,0,503,270,114,1,2026-07-31T08:00:11.995303+00:00
kyber_1000,DATHCHA,Dathcha,24,5,161,10,80,136,236,54,4,0,2026-07-31T22:00:11.042960+00:00
kyber_1000,DEATHTROOPER,Death Trooper,6,1,8,2,57,168,330,305,15,1,2026-07-31T17:01:47.974353+00:00
kyber_1000,DEATHTROOPERPERIDEA,Death Trooper (Peridea),0,0,0,0,2,2,218,129,532,3,2026-08-01T03:37:56.260914+00:00
kyber_1000,DEDRAMEERO,Dedra Meero,3,21,5,65,102,171,229,63,166,2,2026-08-01T01:00:56.391772+00:00
kyber_1000,DENGAR,Dengar,5,1,2,0,59,27,266,272,271,6,2026-07-31T18:30:10.114252+00:00
kyber_1000,DEPABILLABA,Depa Billaba,0,0,0,0,11,8,83,126,654,1,2026-08-01T02:08:19.014002+00:00
kyber_1000,DIRECTORKRENNIC,Director Krennic,0,0,0,256,98,161,223,95,31,3,2026-07-31T17:01:48.345459+00:00
kyber_1000,DISGUISEDCLONETROOPER,Disguised Clone Trooper,0,0,0,1,6,3,46,86,732,15,2026-08-01T02:37:35.070027+00:00
kyber_1000,DOCTORAPHRA,Doctor Aphra,0,0,0,0,11,3,432,274,129,26,2026-08-01T06:07:31.205916+00:00
kyber_1000,DROIDEKA,Droideka,11,1,72,26,262,199,244,67,9,0,2026-07-31T11:00:11.890925+00:00
kyber_1000,BADBATCHECHO,Echo,0,0,0,1,87,195,459,102,46,0,2026-07-31T08:30:44.934498+00:00
kyber_1000,EETHKOTH,Eeth Koth,3,2,6,0,557,22,86,51,32,0,2026-07-31T23:31:01.927753+00:00
kyber_1000,EIGHTHBROTHER,Eighth Brother,1,3,5,1,44,15,360,306,183,1,2026-08-01T07:07:50.928481+00:00
kyber_1000,EMBO,Embo,0,1,0,1,27,129,368,280,91,2,2026-07-31T12:00:10.869500+00:00
kyber_1000,EMPERORPALPATINE,Emperor Palpatine,4,0,6,2,16,8,606,201,97,5,2026-07-31T18:01:32.041962+00:00
kyber_1000,ENFYSNEST,Enfys Nest,1,0,1,2,215,99,345,170,38,0,2026-07-31T12:30:30.690409+00:00
kyber_1000,EWOKELDER,Ewok Elder,26,7,143,7,98,100,176,63,3,0,2026-07-31T19:02:10.880683+00:00
kyber_1000,EWOKSCOUT,Ewok Scout,22,4,19,4,40,78,40,9,286,0,2026-07-31T20:30:10.495483+00:00
kyber_1000,EZRABRIDGERS3,Ezra Bridger,5,9,12,12,19,296,371,171,36,0,2026-07-31T16:31:07.932961+00:00
kyber_1000,EZRAEXILE,Ezra Bridger (Exile),0,0,0,0,1,0,7,18,364,494,2026-08-01T03:37:40.775261+00:00
kyber_1000,FENNECSHAND,Fennec Shand,1,0,0,0,4,0,468,351,60,1,2026-07-31T08:00:34.535980+00:00
kyber_1000,FIFTHBROTHER,Fifth Brother,2,10,9,2,21,14,335,351,188,3,2026-08-01T07:07:47.137585+00:00
kyber_1000,FINN,Finn,0,1,0,0,257,76,393,123,38,0,2026-07-31T20:01:00.956943+00:00
kyber_1000,FIRSTORDEREXECUTIONER,First Order Executioner,0,0,0,0,685,57,70,20,19,0,2026-07-31T13:00:46.188976+00:00
kyber_1000,FIRSTORDEROFFICERMALE,First Order Officer,0,0,0,0,95,227,399,137,47,0,2026-07-31T22:30:42.376697+00:00
kyber_1000,FIRSTORDERSPECIALFORCESPILOT,First Order SF TIE Pilot,0,0,11,0,558,60,159,53,43,0,2026-07-31T13:30:29.570282+00:00
kyber_1000,FIRSTORDERTROOPER,First Order Stormtrooper,0,0,0,1,152,170,339,153,85,1,2026-07-31T22:00:46.622091+00:00
kyber_1000,FIRSTORDERTIEPILOT,First Order TIE Pilot,0,0,165,16,400,73,153,62,20,0,2026-07-31T23:30:45.011722+00:00
kyber_1000,GAMORREANGUARD,Gamorrean Guard,1,0,221,11,242,89,127,92,49,1,2026-07-31T18:30:26.499328+00:00
kyber_1000,GARSAXON,Gar Saxon,5,2,31,3,267,73,240,224,20,2,2026-07-31T16:30:28.445624+00:00
kyber_1000,ZEBS3,"Garazeb ""Zeb"" Orrelios",30,10,224,17,201,171,109,71,14,0,2026-07-31T16:30:50.366749+00:00
kyber_1000,GRIEVOUS,General Grievous,2,1,8,7,6,1,440,347,106,3,2026-07-31T19:01:07.076889+00:00
kyber_1000,GENERALHUX,General Hux,1,0,1,1,18,96,435,260,97,5,2026-07-31T10:00:37.740076+00:00
kyber_1000,GENERALKENOBI,General Kenobi,0,1,5,5,14,4,4,18,838,47,2026-07-31T17:30:57.808142+00:00
kyber_1000,GENERALSKYWALKER,General Skywalker,0,0,0,0,5,1,6,14,843,35,2026-07-31T10:30:09.885508+00:00
kyber_1000,GENERALSYNDULLA,General Syndulla,0,0,2,1,2,23,185,369,294,13,2026-08-01T03:07:45.257101+00:00
kyber_1000,VEERS,General Veers,0,0,101,18,305,128,192,131,7,1,2026-07-31T21:30:41.818081+00:00
kyber_1000,GEONOSIANBROODALPHA,Geonosian Brood Alpha,5,4,50,21,225,200,282,76,32,0,2026-07-31T10:30:33.129405+00:00
kyber_1000,GEONOSIANSOLDIER,Geonosian Soldier,32,5,148,28,199,136,234,50,35,0,2026-07-31T20:00:27.609189+00:00
kyber_1000,GEONOSIANSPY,Geonosian Spy,8,3,104,54,229,110,244,116,23,0,2026-07-31T18:02:15.166624+00:00
kyber_1000,GRANDADMIRALTHRAWN,Grand Admiral Thrawn,1,2,6,0,3,9,718,121,41,2,2026-07-31T16:01:01.983861+00:00
kyber_1000,GRANDINQUISITOR,Grand Inquisitor,1,0,0,0,0,3,121,391,364,13,2026-08-01T07:07:11.101335+00:00
kyber_1000,GRANDMASTERYODA,Grand Master Yoda,1,3,4,9,14,5,11,807,94,1,2026-07-31T22:00:29.840027+00:00
kyber_1000,GRANDMOFFTARKIN,Grand Moff Tarkin,2,2,7,1,12,2,65,74,751,5,2026-07-31T21:30:57.482220+00:00
kyber_1000,GREATMOTHERS,Great Mothers,1,0,0,0,4,1,327,400,151,15,2026-08-01T03:37:31.389460+00:00
kyber_1000,GREEDO,Greedo,0,0,1,3,6,631,102,114,9,0,2026-07-31T23:30:09.591500+00:00
kyber_1000,GREEFKARGA,Greef Karga,3,3,10,4,100,149,557,59,13,0,2026-07-31T09:30:31.670596+00:00
kyber_1000,GOPHERANTS,Grogu & Anzellans,7,33,12,137,61,26,90,42,88,0,2026-08-01T00:00:28.187839+00:00
kyber_1000,BOOMADIER,Gungan Boomadier,0,1,0,0,24,28,257,506,75,4,2026-08-01T04:07:59.416336+00:00
kyber_1000,GUNGANPHALANX,Gungan Phalanx,1,0,1,1,26,37,277,465,85,1,2026-08-01T04:07:48.306009+00:00
kyber_1000,HANSOLO,Han Solo,1,1,0,3,2,6,6,796,100,1,2026-07-31T19:30:49.961078+00:00
kyber_1000,HERASYNDULLAS3,Hera Syndulla,4,5,14,13,116,202,188,374,13,0,2026-07-31T17:00:51.060323+00:00
kyber_1000,HERMITYODA,Hermit Yoda,1,0,9,7,51,180,467,171,35,0,2026-07-31T16:00:30.427528+00:00
kyber_1000,HK47,HK-47,3,2,4,9,7,0,762,68,18,0,2026-07-31T23:00:09.907464+00:00
kyber_1000,HONDO,Hondo Ohnaka,0,0,0,0,6,5,10,2,865,15,2026-08-01T06:38:07.022336+00:00
kyber_1000,HOTHREBELSCOUT,Hoth Rebel Scout,13,6,133,16,312,92,189,36,10,0,2026-07-31T22:30:10.275167+00:00
kyber_1000,HOTHREBELSOLDIER,Hoth Rebel Soldier,108,14,59,8,110,120,47,35,14,0,2026-07-31T20:00:10.290133+00:00
kyber_1000,BADBATCHHUNTER,Hunter,0,0,2,1,396,75,275,94,38,2,2026-07-31T08:31:13.156368+00:00
kyber_1000,HUNTERS3,Hunter (Mercenary),3,1,4,1,43,102,415,218,85,0,2026-08-01T03:07:12.213374+00:00
kyber_1000,HUYANG,Huyang,4,0,0,0,2,1,141,411,307,26,2026-08-01T03:08:04.418616+00:00
kyber_1000,IDENVERSIOEMPIRE,Iden Versio,3,1,7,1,113,19,156,449,135,2,2026-08-01T07:37:27.725490+00:00
kyber_1000,MAGNAGUARD,IG-100 MagnaGuard,0,1,6,3,380,88,235,148,45,0,2026-07-31T19:01:53.490803+00:00
kyber_1000,IG11,IG-11,27,9,54,11,400,72,232,57,11,0,2026-07-31T09:00:13.702208+00:00
kyber_1000,IG12,IG-12 & Grogu,1,0,0,0,2,2,466,185,240,1,2026-08-01T04:37:42.078057+00:00
kyber_1000,IG86SENTINELDROID,IG-86 Sentinel Droid,105,10,292,9,133,86,64,29,5,0,2026-07-31T22:30:46.173446+00:00
